County, FIPS,AgeAdjustedRateP100K
"Richland Parish, Louisiana(7,9)",22083,448.1
"Lyman County, South Dakota(6,10)",46085,448.1
"Coos County, New Hampshire(6,10)",33007,448.1
"Washington County, Georgia(7)",13303,447.9
"Coos County, Oregon(6,10)",41011,447.9
"Benton County, Iowa(7,8)",19011,447.7
"Lamoille County, Vermont(6,10)",50015,447.7
"Preble County, Ohio(6,10)",39135,447.7
"Caldwell County, North Carolina(6,10)",37027,447.7
"Vinton County, Ohio(6,10)",39163,447.6
"Hamilton County, Iowa(7,8)",19079,447.6
"Boone County, Indiana(6,10)",18011,447.6
"Covington County, Alabama(6,10)",1039,447.5
"Perry County, Ohio(6,10)",39127,447.5
"Haywood County, Tennessee(6,10)",47075,447.4
"Macon County, Georgia(7,9)",13193,447.4
"Saline County, Missouri(6,10)",29195,447.4
"Sheridan County, Wyoming(6,10)",56033,447.4
"Roosevelt County, Montana(6,10)",30085,447.3
"Codington County, South Dakota(6,10)",46029,447.3
"Arkansas County, Arkansas(6,10)",5001,447.3
"Crook County, Oregon(6,10)",41013,447.2
"Knox County, Nebraska(6,10)",31107,447.2
"Charlevoix County, Michigan(6,10)",26029,447.2
"Clay County, Arkansas(6,10)",5021,447.1
"Prince of Wales-Outer Ketchikan, Alaska(6,10)",2201,447.1
"Montgomery County, Alabama(6,10)",1101,446.9
"Young County, Texas(6,10)",48503,446.9
"Stark County, Ohio(6,10)",39151,446.9
"Union County, Mississippi(6,10)",28145,446.9
"Kearney County, Nebraska(6,10)",31099,446.9
"Williamson County, Tennessee(6,10)",47187,446.8
"Lafayette County, Missouri(6,10)",29107,446.8
"Coffee County, Alabama(6,10)",1031,446.8
"Haskell County, Oklahoma(6,10)",40061,446.7
"Nash County, North Carolina(6,10)",37127,446.6
"Adams County, Mississippi(6,10)",28001,446.6
"Jackson County, Tennessee(6,10)",47087,446.6
"Perry County, Missouri(6,10)",29157,446.6
"Orange County, Vermont(6,10)",50017,446.6
"Sabine County, Texas(6,10)",48403,446.5
"Quitman County, Mississippi(6,10)",28119,446.5
"Sullivan County, Missouri(6,10)",29211,446.4
"Thayer County, Nebraska(6,10)",31169,446.3
"Osceola County, Iowa(7,8)",19143,446.3
"Greene County, North Carolina(6,10)",37079,446.2
"Calumet County, Wisconsin(6,10)",55015,446.2
"Cleburne County, Arkansas(6,10)",5023,446.2
"Putnam County, Tennessee(6,10)",47141,446.1
"Greene County, Ohio(6,10)",39057,446
"Monroe County, West Virginia(6,10)",54063,446
"Cherokee County, North Carolina(6,10)",37039,446
"La Salle Parish, Louisiana(7,9)",22059,445.9
"Cole County, Missouri(6,10)",29051,445.8
"Frederick County, Maryland(6,10)",24021,445.8
"Lewis County, New York(6,10)",36049,445.8
"Addison County, Vermont(6,10)",50001,445.8
"Laramie County, Wyoming(6,10)",56021,445.7
"Howard County, Iowa(7,8)",19089,445.6
"Juneau County, Wisconsin(6,10)",55057,445.5
"Carroll County, Iowa(7,8)",19027,445.5
"Waupaca County, Wisconsin(6,10)",55135,445.4
"Glynn County, Georgia(7,9)",13127,445.4
"Mendocino County, California(7,9)",6045,445.4
"Kalamazoo County, Michigan(6,10)",26077,445.3
"Taylor County, Florida(6,10)",12123,445.3
"Cherokee County, Texas(6,10)",48073,445.3
"Kern County, California(7,9)",6029,445.2
"Smith County, Texas(6,10)",48423,445.2
"Montcalm County, Michigan(6,10)",26117,445.2
"Jasper County, Texas(6,10)",48241,445.2
"Shelby County, Alabama(6,10)",1117,445.1
"Jones County, Mississippi(6,10)",28067,445
"O'Brien County, Iowa(7,8)",19141,445
"Fairfield County, Ohio(6,10)",39045,444.9
"Walla Walla County, Washington(6,10)",53071,444.9
"Winston County, Alabama(6,10)",1133,444.9
"Amite County, Mississippi(6,10)",28005,444.8
"Grant County, South Dakota(6,10)",46051,444.8
"Bristol County, Rhode Island(6,10)",44001,444.8
"El Paso County, Colorado(6,10)",8041,444.7
"Powell County, Montana(6,10)",30077,444.6
"Trempealeau County, Wisconsin(6,10)",55121,444.6
"Autauga County, Alabama(6,10)",1001,444.6
"Lawrence County, Tennessee(6,10)",47099,444.6
"Windsor County, Vermont(6,10)",50027,444.5
"Clarke County, Alabama(6,10)",1025,444.5
"Hardin County, Texas(6,10)",48199,444.5
"Jones County, Georgia(7,9)",13169,444.3
"Childress County, Texas(6,10)",48075,444.3
"Barbour County, West Virginia(6,10)",54001,444.3
"Pueblo County, Colorado(6,10)",8101,444.3
"Brule County, South Dakota(6,10)",46015,444.2
"Riverside County, California(7,9)",6065,444.2
"Fresno County, California(7,9)",6019,444.1
"Butler County, Ohio(6,10)",39017,444.1
"Camden County, Georgia(7,9)",13039,444
"Spink County, South Dakota(6,10)",46115,443.9
"Langlade County, Wisconsin(6,10)",55067,443.7
"Cibola County, New Mexico(7,8)",35006,443.7
"Shawano County, Wisconsin(6,10)",55115,443.7
"Baylor County, Texas(6,10)",48023,443.7
"Malheur County, Oregon(6,10)",41045,443.6
"Sierra County, New Mexico(7,8)",35051,443.6
"Spokane County, Washington(6,10)",53063,443.6
"Victoria County, Texas(6,10)",48469,443.5
"Seneca County, Ohio(6,10)",39147,443.4
"Allen County, Indiana(6,10)",18003,443.4
"Gibson County, Tennessee(6,10)",47053,443.3
"Tallapoosa County, Alabama(6,10)",1123,443.3
"Lincoln County, Oregon(6,10)",41041,443.3
"Dare County, North Carolina(6,10)",37055,443.3
"Carroll County, Missouri(6,10)",29033,443.3
"Huntington County, Indiana(6,10)",18069,443.1
"Cascade County, Montana(6,10)",30013,443
"Wakulla County, Florida(6,10)",12129,443
"Ashley County, Arkansas(6,10)",5003,443
"Ross County, Ohio(6,10)",39141,443
"Lewis and Clark County, Montana(6,10)",30049,442.9
"Mahoning County, Ohio(6,10)",39099,442.9
"Windham County, Connecticut(7,8)",9015,442.8
"Johnston County, North Carolina(6,10)",37101,442.8
"Denton County, Texas(6,10)",48121,442.7
"Washtenaw County, Michigan(6,10)",26161,442.7
"Warren County, Indiana(6,10)",18171,442.7
"Wheeler County, Texas(6,10)",48483,442.5
"Fayette County, Georgia(7,9)",13113,442.5
"San Jacinto County, Texas(6,10)",48407,442.5
"Delaware County, Ohio(6,10)",39041,442.5
"Wabash County, Indiana(6,10)",18169,442.5
"Sumter County, Florida(6,10)",12119,442.5
"Hawaii County, Hawaii(7,9)",15001,442.4
"Anchorage Borough, Alaska(6,10)",2020,442.4
"Florence County, South Carolina(6,10)",45041,442.4
"Daviess County, Missouri(6,10)",29061,442.3
"Queen Annes County, Maryland(6,10)",24035,442.3
"Jefferson County, Wisconsin(6,10)",55055,442.2
"Warren County, Missouri(6,10)",29219,442.2
"Wright County, Iowa(7,8)",19197,442.2
"Madison County, Iowa(7,8)",19121,442.1
"Harrison County, Indiana(6,10)",18061,442.1
"Dearborn County, Indiana(6,10)",18029,442.1
"Stephens County, Oklahoma(6,10)",40137,442
"Preston County, West Virginia(6,10)",54077,442
"Tom Green County, Texas(6,10)",48451,441.7
"Putnam County, Indiana(6,10)",18133,441.7
"Defiance County, Ohio(6,10)",39039,441.6
"Marshall County, Alabama(6,10)",1095,441.5
"Washington County, Oklahoma(6,10)",40147,441.5
"Union County, North Carolina(6,10)",37179,441.5
"Wharton County, Texas(6,10)",48481,441.5
"McMinn County, Tennessee(6,10)",47107,441.5
"Pontotoc County, Mississippi(6,10)",28115,441.4
"DeKalb County, Indiana(6,10)",18033,441.4
"Cheboygan County, Michigan(6,10)",26031,441.4
"Price County, Wisconsin(6,10)",55099,441.3
"San Juan County, Colorado(6,10)",8111,441.3
"Audubon County, Iowa(7,8)",19009,441.1
"Brooks County, Georgia(7,9)",13027,441.1
"Jackson County, Oklahoma(6,10)",40065,441
"Tuscarawas County, Ohio(6,10)",39157,441
"Guadalupe County, Texas(6,10)",48187,441
"Washakie County, Wyoming(6,10)",56043,440.9
"Cullman County, Alabama(6,10)",1043,440.9
"Montgomery County, Texas(6,10)",48339,440.9
"Wilkes County, North Carolina(6,10)",37193,440.8
"Ellis County, Texas(6,10)",48139,440.8
"Montgomery County, North Carolina(6,10)",37123,440.8
"Lemhi County, Idaho(6,10)",16059,440.7
"Fayette County, Ohio(6,10)",39047,440.7
"Beadle County, South Dakota(6,10)",46005,440.6
"Jackson County, Oregon(6,10)",41029,440.6
"Hart County, Georgia(7,9)",13147,440.6
"Humboldt County, Iowa(7,8)",19091,440.6
"Okaloosa County, Florida(6,10)",12091,440.5
"Gilmer County, Georgia(7,9)",13123,440.5
"Duplin County, North Carolina(6,10)",37061,440.5
"Newton County, Indiana(6,10)",18111,440.4
"Ochiltree County, Texas(6,10)",48357,440.3
"Prince Georges County, Maryland(6,10)",24033,440.3
"Ashland County, Ohio(6,10)",39005,440.3
"Dodge County, Wisconsin(6,10)",55027,440.2
"Monongalia County, West Virginia(6,10)",54061,440.2
"Jerome County, Idaho(6,10)",16053,440.2
"Custer County, Oklahoma(6,10)",40039,439.9
"Johnson County, Tennessee(6,10)",47091,439.9
"Richland County, Ohio(6,10)",39139,439.9
"Mitchell County, Iowa(7,8)",19131,439.8
"Montague County, Texas(6,10)",48337,439.7
"Eastland County, Texas(6,10)",48133,439.7
"Cheyenne County, Nebraska(6,10)",31033,439.7
"Sutter County, California(7,9)",6101,439.6
"Alexander County, North Carolina(6,10)",37003,439.6
"Winnebago County, Iowa(7,8)",19189,439.5
"Warren County, North Carolina(6,10)",37185,439.5
"Jenkins County, Georgia(7,9)",13165,439.5
"Cape Girardeau County, Missouri(6,10)",29031,439.5
"Carbon County, Wyoming(6,10)",56007,439.5
"Hardin County, Tennessee(6,10)",47071,439.4
"Sumter County, Georgia(7,9)",13261,439.3
"Hertford County, North Carolina(6,10)",37091,439.2
"Prentiss County, Mississippi(6,10)",28117,439.1
"Union Parish, Louisiana(7,9)",22111,439.1
"Mercer County, Ohio(6,10)",39107,438.9
"Amador County, California(7,9)",6005,438.9
"Garfield County, Oklahoma(6,10)",40047,438.9
"Hutchinson County, Texas(6,10)",48233,438.8
"Clare County, Michigan(6,10)",26035,438.7
"Madera County, California(7,9)",6039,438.6
"Sandusky County, Ohio(6,10)",39143,438.6
"Antelope County, Nebraska(6,10)",31003,438.5
"McDuffie County, Georgia(7,9)",13189,438.5
"Bates County, Missouri(6,10)",29013,438.4
"Eau Claire County, Wisconsin(6,10)",55035,438.4
"Wilson County, North Carolina(6,10)",37195,438.4
"Alcorn County, Mississippi(6,10)",28003,438.4
"Fort Bend County, Texas(6,10)",48157,438.3
"Calhoun County, South Carolina(6,10)",45017,438.2
"Wasco County, Oregon(6,10)",41065,438.2
"Elkhart County, Indiana(6,10)",18039,438.1
"Orleans Parish, Louisiana(7,9)",22071,438.1
"Miami County, Ohio(6,10)",39109,438
"Kauai County, Hawaii(7,9)",15007,438
"Trinity County, California(7,9)",6105,438
"Allendale County, South Carolina(6,10)",45005,437.9
"Darlington County, South Carolina(6,10)",45031,437.8
"Monroe County, Georgia(7,9)",13207,437.8
"Washington County, North Carolina(6,10)",37187,437.7
"Butte County, South Dakota(6,10)",46019,437.7
"Whitley County, Indiana(6,10)",18183,437.7
"Yakima County, Washington(6,10)",53077,437.5
"Monroe County, Indiana(6,10)",18105,437.5
"Daniels County, Montana(6,10)",30019,437.5
"Columbus County, North Carolina(6,10)",37047,437.5
"St. Johns County, Florida(6,10)",12109,437.5
"Pulaski County, Indiana(6,10)",18131,437.4
"Independence County, Arkansas(6,10)",5063,437.4
"Sunflower County, Mississippi(6,10)",28133,437.4
"Hansford County, Texas(6,10)",48195,437.2
"Greene County, Indiana(6,10)",18055,437.2
"Hutchinson County, South Dakota(6,10)",46067,437.1
"Orange County, North Carolina(6,10)",37135,437
"Morgan County, Ohio(6,10)",39115,437
"Grant County, Washington(6,10)",53025,436.9
"Washington County, Oregon(6,10)",41067,436.8
"Sumter County, Alabama(6,10)",1119,436.8
"Greene County, Missouri(6,10)",29077,436.7
"Summit County, Ohio(6,10)",39153,436.7
"Franklin County, Washington(6,10)",53021,436.6
"Newton County, Mississippi(6,10)",28101,436.6
"Dawson County, Texas(6,10)",48115,436.6
"McLennan County, Texas(6,10)",48309,436.4
"Summit County, Utah(7,8)",49043,436.4
"Grant County, Oklahoma(6,10)",40053,436.4
"Charles County, Maryland(6,10)",24017,436.4
"Chambers County, Texas(6,10)",48071,436.2
"Jackson County, Ohio(6,10)",39079,436.1
"Chouteau County, Montana(6,10)",30015,436.1
"Kay County, Oklahoma(6,10)",40071,436
"Madison County, Alabama(6,10)",1089,436
"Murray County, Georgia(7,9)",13213,435.9
"Indian River County, Florida(6,10)",12061,435.9
"Banks County, Georgia(7,9)",13011,435.8
"Wallowa County, Oregon(6,10)",41063,435.7
"Buffalo County, Nebraska(6,10)",31019,435.6
"Columbia County, Oregon(6,10)",41009,435.6
"Red River Parish, Louisiana(7,9)",22081,435.5
"Miami-Dade County, Florida(6,10)",12086,435.5
"Rock County, Nebraska(6,10)",31149,435.5
"Chowan County, North Carolina(6,10)",37041,435.3
"Judith Basin County, Montana(6,10)",30045,435.1
"Santa Rosa County, Florida(6,10)",12113,435.1
"Delaware County, Iowa(7,8)",19055,435.1
"Del Norte County, California(7,9)",6015,434.9
"Bexar County, Texas(6,10)",48029,434.9
"Lauderdale County, Mississippi(6,10)",28075,434.9
"Montgomery County, Georgia(7,9)",13209,434.9
"Laurens County, Georgia(7,9)",13175,434.8
"Dane County, Wisconsin(6,10)",55025,434.6
"Decatur County, Tennessee(6,10)",47039,434.6
"Nicholas County, West Virginia(6,10)",54067,434.5
"Dallas County, Iowa(7,8)",19049,434.5
"Clark County, Washington(6,10)",53011,434.5
"Wilkinson County, Georgia(7,9)",13319,434.4
"Dixon County, Nebraska(6,10)",31051,434.4
"Jefferson County, Oregon(6,10)",41031,434.4
"Rio Blanco County, Colorado(6,10)",8103,434.3
"Clinton County, Indiana(6,10)",18023,434.2
"Posey County, Indiana(6,10)",18129,434.2
"Madison County, Ohio(6,10)",39097,433.9
"Seminole County, Florida(6,10)",12117,433.9
"Hardin County, Ohio(6,10)",39065,433.9
"Rains County, Texas(6,10)",48379,433.8
"Thomas County, Georgia(7,9)",13275,433.8
"Mecosta County, Michigan(6,10)",26107,433.8
"Kings County, California(7,9)",6031,433.8
"Day County, South Dakota(6,10)",46037,433.7
"Sullivan County, Indiana(6,10)",18153,433.7
"Door County, Wisconsin(6,10)",55029,433.6
"Navarro County, Texas(6,10)",48349,433.6
"Lincoln County, Maine(6,10)",23015,433.5
"Macon County, Missouri(6,10)",29121,433.5
"Caldwell Parish, Louisiana(7,9)",22021,433.5
"St. Joseph County, Indiana(6,10)",18141,433.5
"Hill County, Montana(6,10)",30041,433.5
"Wrangell-Petersburg Census Area, Alaska(6,10)",2280,433.4
"Limestone County, Texas(6,10)",48293,433.3
"Lafayette County, Mississippi(6,10)",28071,433.3
"Logan County, Arkansas(6,10)",5083,433.2
"Franklin County, Mississippi(6,10)",28037,433.2
"Franklin County, Texas(6,10)",48159,433.1
"Pinellas County, Florida(6,10)",12103,433.1
"St. Clair County, Alabama(6,10)",1115,433
"Volusia County, Florida(6,10)",12127,433
"Howard County, Maryland(6,10)",24027,433
"Aransas County, Texas(6,10)",48007,433
"Monroe County, Missouri(6,10)",29137,432.9
"Miller County, Arkansas(6,10)",5091,432.9
"Marshall County, Indiana(6,10)",18099,432.8
"Vanderburgh County, Indiana(6,10)",18163,432.7
"Lawrence County, Arkansas(6,10)",5075,432.6
"Orleans County, Vermont(6,10)",50019,432.6
"Wyoming County, West Virginia(6,10)",54109,432.6
"Gage County, Nebraska(6,10)",31067,432.5
"McNairy County, Tennessee(6,10)",47109,432.5
"Chesterfield County, South Carolina(6,10)",45025,432.5
"Dodge County, Georgia(7,9)",13091,432.4
"Brantley County, Georgia(7,9)",13025,432.3
"Monroe County, Alabama(6,10)",1099,432.2
"Owyhee County, Idaho(6,10)",16073,432.2
"Van Buren County, Tennessee(6,10)",47175,432.2
"St. Marys County, Maryland(6,10)",24037,432.1
"Jackson County, Wisconsin(6,10)",55053,432.1
"Box Butte County, Nebraska(6,10)",31013,432
"Pennington County, South Dakota(6,10)",46103,431.9
"Lake County, South Dakota(6,10)",46079,431.9
"Edgecombe County, North Carolina(6,10)",37065,431.8
"Whitfield County, Georgia(7,9)",13313,431.7
"Perry County, Indiana(6,10)",18123,431.7
"Escambia County, Alabama(6,10)",1053,431.7
"Logan County, Oklahoma(6,10)",40083,431.6
"Brookings County, South Dakota(6,10)",46011,431.5
"Treutlen County, Georgia(7,9)",13283,431.5
"Alamosa County, Colorado(6,10)",8003,431.5
"Craig County, Oklahoma(6,10)",40035,431.3
"Crockett County, Tennessee(6,10)",47033,431.3
"Hancock County, Mississippi(6,10)",28045,431.2
"Carbon County, Montana(6,10)",30009,431.2
"Butler County, Alabama(6,10)",1013,431.1
"Wichita County, Texas(6,10)",48485,431
"Lauderdale County, Alabama(6,10)",1077,431
"Palm Beach County, Florida(6,10)",12099,431
"Powder River County, Montana(6,10)",30075,431
"Nacogdoches County, Texas(6,10)",48347,430.9
"Leon County, Texas(6,10)",48289,430.9
"Jefferson County, West Virginia(6,10)",54037,430.8
"Stephens County, Texas(6,10)",48429,430.8
"Hot Spring County, Arkansas(6,10)",5059,430.8
"Conway County, Arkansas(6,10)",5029,430.8
"Dent County, Missouri(6,10)",29065,430.8
"Fisher County, Texas(6,10)",48151,430.7
"Miller County, Missouri(6,10)",29131,430.7
"Chilton County, Alabama(6,10)",1021,430.6
"Adair County, Missouri(6,10)",29001,430.6
"Morrill County, Nebraska(6,10)",31123,430.4
"Comanche County, Oklahoma(6,10)",40031,430.3
"Bertie County, North Carolina(6,10)",37015,430.2
"Grundy County, Missouri(6,10)",29079,430.2
"Bryan County, Oklahoma(6,10)",40013,430.2
"Wasatch County, Utah(7,8)",49051,430.2
"Antrim County, Michigan(6,10)",26009,430.2
"DeSoto County, Mississippi(6,10)",28033,430.1
"Montezuma County, Colorado(6,10)",8083,429.9
"Taney County, Missouri(6,10)",29213,429.9
"New Hanover County, North Carolina(6,10)",37129,429.8
"Polk County, Nebraska(6,10)",31143,429.6
"Granite County, Montana(6,10)",30039,429.6
"Morgan County, West Virginia(6,10)",54065,429.5
"Van Zandt County, Texas(6,10)",48467,429.5
"Sanders County, Montana(6,10)",30089,429.5
"Weakley County, Tennessee(6,10)",47183,429.4
"Drew County, Arkansas(6,10)",5043,429.2
"Boone County, Arkansas(6,10)",5009,429.2
"Putnam County, Missouri(6,10)",29171,429.2
"Platte County, Missouri(6,10)",29165,429.2
"Deuel County, Nebraska(6,10)",31049,429.1
"Cass County, Indiana(6,10)",18017,429.1
"Obion County, Tennessee(6,10)",47131,429.1
"Bastrop County, Texas(6,10)",48021,429
"Geauga County, Ohio(6,10)",39055,428.9
"Kewaunee County, Wisconsin(6,10)",55061,428.8
"Rockwall County, Texas(6,10)",48397,428.8
"Wayne County, West Virginia(6,10)",54099,428.8
"Cherokee County, Alabama(6,10)",1019,428.7
"Scotts Bluff County, Nebraska(6,10)",31157,428.6
"Wayne County, Mississippi(6,10)",28153,428.5
"Caddo County, Oklahoma(6,10)",40015,428.5
"Morgan County, Missouri(6,10)",29141,428.4
"Teller County, Colorado(6,10)",8119,428.4
"Decatur County, Indiana(6,10)",18031,428.3
"Marquette County, Michigan(6,10)",26103,428.3
"Matagorda County, Texas(6,10)",48321,428.3
"Karnes County, Texas(6,10)",48255,428.2
"Harrison County, Texas(6,10)",48203,428.2
"Gulf County, Florida(6,10)",12045,428
"Baker County, Oregon(6,10)",41001,427.9
"Butler County, Iowa(7,8)",19023,427.9
"Grafton County, New Hampshire(6,10)",33009,427.8
"Tipton County, Indiana(6,10)",18159,427.7
"Van Wert County, Ohio(6,10)",39161,427.6
"Washington County, Missouri(6,10)",29221,427.6
"Clay County, South Dakota(6,10)",46027,427.6
"Ringgold County, Iowa(7,8)",19159,427.5
"Sioux County, Iowa(7,8)",19167,427.5
"Boone County, Iowa(7,8)",19015,427.4
"Huron County, Michigan(6,10)",26063,427.4
"Washington County, Nebraska(6,10)",31177,427.3
"West Carroll Parish, Louisiana(7,9)",22123,427.3
"Lancaster County, South Carolina(6,10)",45057,427.3
"Benewah County, Idaho(6,10)",16009,427.3
"Camden County, North Carolina(6,10)",37029,427.3
"Emanuel County, Georgia(7,9)",13107,427.2
"Hood County, Texas(6,10)",48221,427.1
"Hill County, Texas(6,10)",48217,427.1
"Manitowoc County, Wisconsin(6,10)",55071,427
"Bay County, Michigan(6,10)",26017,427
"Kemper County, Mississippi(6,10)",28069,427
"Albany County, Wyoming(6,10)",56001,427
"Murray County, Oklahoma(6,10)",40099,426.9
"Lake County, Tennessee(6,10)",47095,426.9
"Dubois County, Indiana(6,10)",18037,426.8
"Adair County, Iowa(7,8)",19001,426.8
"Schleicher County, Texas(6,10)",48413,426.7
"Assumption Parish, Louisiana(7,9)",22007,426.6
"Van Buren County, Arkansas(6,10)",5141,426.5
"Pontotoc County, Oklahoma(6,10)",40123,426.5
"Chariton County, Missouri(6,10)",29041,426.5
"Seminole County, Oklahoma(6,10)",40133,426.3
"Braxton County, West Virginia(6,10)",54007,426.3
"Davis County, Utah(7,8)",49011,426.2
"Pottawatomie County, Oklahoma(6,10)",40125,426
"Gladwin County, Michigan(6,10)",26051,426
"Arapahoe County, Colorado(6,10)",8005,425.9
"Love County, Oklahoma(6,10)",40085,425.8
"Columbiana County, Ohio(6,10)",39029,425.8
"Beaufort County, South Carolina(6,10)",45013,425.7
"Northampton County, North Carolina(6,10)",37131,425.7
"Presque Isle County, Michigan(6,10)",26141,425.6
"Franklin County, Florida(6,10)",12037,425.6
"Marshall County, Oklahoma(6,10)",40095,425.6
"Hood River County, Oregon(6,10)",41027,425.5
"Miller County, Georgia(7,9)",13201,425.5
"Clay County, Tennessee(6,10)",47027,425.5
"Collin County, Texas(6,10)",48085,425.5
"Ward County, Texas(6,10)",48475,425.4
"Choctaw County, Oklahoma(6,10)",40023,425.3
"Denver County, Colorado(6,10)",8031,425.2
"Saunders County, Nebraska(6,10)",31155,425.1
"Phelps County, Missouri(6,10)",29161,425.1
"Okfuskee County, Oklahoma(6,10)",40107,425.1
"Valley County, Idaho(6,10)",16085,425.1
"Silver Bow County, Montana(6,10)",30093,425
"Nueces County, Texas(6,10)",48355,425
"Dillon County, South Carolina(6,10)",45033,424.9
"Chatham County, North Carolina(6,10)",37037,424.9
"Beckham County, Oklahoma(6,10)",40009,424.8
"Lamar County, Mississippi(6,10)",28073,424.7
"Liberty County, Texas(6,10)",48291,424.6
"Dona Ana County, New Mexico(7,8)",35013,424.6
"Benton County, Oregon(6,10)",41003,424.6
"Valley County, Montana(6,10)",30105,424.5
"Iron County, Utah(7,8)",49021,424.5
"Pike County, Indiana(6,10)",18125,424.4
"Schoolcraft County, Michigan(6,10)",26153,424.3
"Platte County, Nebraska(6,10)",31141,424.3
"Cass County, Missouri(6,10)",29037,424.3
"Cooke County, Texas(6,10)",48097,424.3
"Humphreys County, Mississippi(6,10)",28053,424.2
"Lewis County, Washington(6,10)",53041,424.2
"San Luis Obispo County, California(7,9)",6079,424.2
"Green Lake County, Wisconsin(6,10)",55047,424.2
"Hamilton County, Nebraska(6,10)",31081,424.2
"Brown County, Indiana(6,10)",18013,424.1
"Hooker County, Nebraska(6,10)",31091,424
"Webb County, Texas(6,10)",48479,424
"Pierce County, Nebraska(6,10)",31139,423.9
"Harrison County, Ohio(6,10)",39067,423.9
"Deer Lodge County, Montana(6,10)",30023,423.9
"Tulare County, California(7,9)",6107,423.9
"Adams County, Idaho(6,10)",16003,423.9
"Yuma County, Colorado(6,10)",8125,423.9
"Atoka County, Oklahoma(6,10)",40005,423.8
"Suwannee County, Florida(6,10)",12121,423.7
"Coal County, Oklahoma(6,10)",40029,423.6
"Goliad County, Texas(6,10)",48175,423.6
"Deuel County, South Dakota(6,10)",46039,423.6
"Taylor County, Texas(6,10)",48441,423.5
"Bonneville County, Idaho(6,10)",16019,423.4
"Johnson County, Indiana(6,10)",18081,423.4
"Bingham County, Idaho(6,10)",16011,423.3
"Union County, Iowa(7,8)",19175,423.3
"Scott County, Arkansas(6,10)",5127,423.3
"Hendry County, Florida(6,10)",12051,423.2
"Bowie County, Texas(6,10)",48037,423.2
"Clark County, Arkansas(6,10)",5019,423.1
"Salt Lake County, Utah(7,8)",49035,422.8
"Dundy County, Nebraska(6,10)",31057,422.8
"Nuckolls County, Nebraska(6,10)",31129,422.8
"Bremer County, Iowa(7,8)",19017,422.7
"Harris County, Georgia(7,9)",13145,422.5
"Highlands County, Florida(6,10)",12055,422.5
"Sauk County, Wisconsin(6,10)",55111,422.3
"Pemiscot County, Missouri(6,10)",29155,422
"Otero County, Colorado(6,10)",8089,421.9
"Searcy County, Arkansas(6,10)",5129,421.8
"Sherman County, Nebraska(6,10)",31163,421.8
"Dunklin County, Missouri(6,10)",29069,421.7
"Gratiot County, Michigan(6,10)",26057,421.5
"Warren County, Ohio(6,10)",39165,421.4
"Brown County, Texas(6,10)",48049,421.1
"Perkins County, South Dakota(6,10)",46105,421.1
"DeKalb County, Tennessee(6,10)",47041,421.1
"Andrews County, Texas(6,10)",48003,421.1
"Seminole County, Georgia(7,9)",13253,420.9
"Spencer County, Indiana(6,10)",18147,420.8
"Osage County, Missouri(6,10)",29151,420.7
"Jefferson County, Iowa(7,8)",19101,420.7
"Randall County, Texas(6,10)",48381,420.6
"Terry County, Texas(6,10)",48445,420.5
"Liberty County, Florida(6,10)",12077,420.5
"Otsego County, Michigan(6,10)",26137,420.5
"Pawnee County, Oklahoma(6,10)",40117,420.5
"Izard County, Arkansas(6,10)",5065,420.4
"Kimball County, Nebraska(6,10)",31105,420.3
"Ripley County, Indiana(6,10)",18137,420.1
"Hamilton County, Texas(6,10)",48193,420.1
"Bulloch County, Georgia(7,9)",13031,420
"Calaveras County, California(7,9)",6009,420
"Van Buren County, Michigan(6,10)",26159,420
"Hancock County, Ohio(6,10)",39063,420
"Wood County, Texas(6,10)",48499,420
"Colfax County, Nebraska(6,10)",31037,419.9
"Caldwell County, Texas(6,10)",48055,419.8
"Fayette County, Indiana(6,10)",18041,419.7
"Greer County, Oklahoma(6,10)",40055,419.7
"Pitt County, North Carolina(6,10)",37147,419.6
"Runnels County, Texas(6,10)",48399,419.4
"Blount County, Alabama(6,10)",1009,419.4
"Cross County, Arkansas(6,10)",5037,419.3
"Custer County, Idaho(6,10)",16037,419.3
"Marion County, South Carolina(6,10)",45067,419.3
"Ashland County, Wisconsin(6,10)",55003,419.2
"Platte County, Wyoming(6,10)",56031,419.2
"Colusa County, California(7,9)",6011,419.1
"Adams County, Colorado(6,10)",8001,419
"Hall County, Texas(6,10)",48191,419
"Kendall County, Texas(6,10)",48259,419
"Brunswick County, North Carolina(6,10)",37019,418.8
"Burnet County, Texas(6,10)",48053,418.7
"Hamlin County, South Dakota(6,10)",46057,418.6
"Wood County, Ohio(6,10)",39173,418.5
"Monroe County, Ohio(6,10)",39111,418.5
"Beaverhead County, Montana(6,10)",30001,418.5
"Lincoln Parish, Louisiana(7,9)",22061,418.4
"Berrien County, Georgia(7,9)",13019,418.4
"Greene County, Arkansas(6,10)",5055,418.2
"Pocahontas County, West Virginia(6,10)",54075,418.1
"Howard County, Indiana(6,10)",18067,418.1
"Randolph County, Arkansas(6,10)",5121,418
"Converse County, Wyoming(6,10)",56009,417.9
"Cleveland County, Arkansas(6,10)",5025,417.9
"Belmont County, Ohio(6,10)",39013,417.9
"Perquimans County, North Carolina(6,10)",37143,417.8
"Jefferson County, Georgia(7)",13163,417.7
"Howard County, Arkansas(6,10)",5061,417.6
"Highland County, Ohio(6,10)",39071,417.6
"Bernalillo County, New Mexico(7,8)",35001,417.6
"Park County, Montana(6,10)",30067,417.6
