County, FIPS,rate
"Manitowoc County, Wisconsin(6,10)",55071,115.7
"Claiborne Parish, Louisiana(7,9)",22027,115.6
"Aransas County, Texas(6,10)",48007,115.6
"Klamath County, Oregon(6,10)",41035,115.5
"Phelps County, Missouri(6,10)",29161,115.5
"Orange County, Vermont(6,10)",50017,115.5
"Hale County, Alabama(6,10)",1065,115.5
"Laurens County, Georgia(7,9)",13175,115.5
"Putnam County, Indiana(6,10)",18133,115.5
"Cerro Gordo County, Iowa(7,8)",19033,115.4
"Mariposa County, California(7,9)",6043,115.4
"Morris County, Texas(6,10)",48343,115.4
"Alleghany County, North Carolina(6,10)",37005,115.4
"Smith County, Tennessee(6,10)",47159,115.4
"Delaware County, Indiana(6,10)",18035,115.4
"Ross County, Ohio(6,10)",39141,115.4
"Saline County, Arkansas(6,10)",5125,115.4
"Fayette County, Iowa(7,8)",19065,115.4
"Trumbull County, Ohio(6,10)",39155,115.3
"Humboldt County, California(7,9)",6023,115.3
"Elkhart County, Indiana(6,10)",18039,115.3
"Tama County, Iowa(7,8)",19171,115.2
"Mohave County, Arizona(6,10)",4015,115.2
"Chambers County, Alabama(6,10)",1017,115.2
"Jefferson County, Missouri(6,10)",29099,115.1
"Harrison County, Texas(6,10)",48203,115.1
"Iowa County, Wisconsin(6,10)",55049,115.1
"Monroe County, Florida(6,10)",12087,115.1
"Portage County, Ohio(6,10)",39133,115
"Herkimer County, New York(6,10)",36043,115
"Defiance County, Ohio(6,10)",39039,115
"Kanawha County, West Virginia(6,10)",54039,115
"Poweshiek County, Iowa(7,8)",19157,115
"Morgan County, Tennessee(6,10)",47129,114.9
"Hampshire County, West Virginia(6,10)",54027,114.8
"Howard County, Iowa(7,8)",19089,114.8
"Haywood County, Tennessee(6,10)",47075,114.8
"Adams County, Wisconsin(6,10)",55001,114.8
"Citrus County, Florida(6,10)",12017,114.7
"Bulloch County, Georgia(7,9)",13031,114.7
"Hardee County, Florida(6,10)",12049,114.7
"Benton County, Arkansas(6,10)",5007,114.7
"Sierra County, New Mexico(7,8)",35051,114.7
"Volusia County, Florida(6,10)",12127,114.7
"Robeson County, North Carolina(6,10)",37155,114.6
"Wells County, Indiana(6,10)",18179,114.6
"Polk County, Missouri(6,10)",29167,114.5
"Johnson County, Missouri(6,10)",29101,114.5
"Allamakee County, Iowa(7,8)",19005,114.5
"Beauregard Parish, Louisiana(7,9)",22011,114.5
"Clinton County, Indiana(6,10)",18023,114.5
"Noble County, Ohio(6,10)",39121,114.5
"Jerome County, Idaho(6,10)",16053,114.5
"Northampton County, North Carolina(6,10)",37131,114.4
"Livingston County, Michigan(6,10)",26093,114.4 #  
"Carroll County, Arkansas(6,10)",5015,114.4
"Bristol County, Rhode Island(6,10)",44001,114.4
"Graham County, Arizona(6,10)",4009,114.4
"Navarro County, Texas(6,10)",48349,114.4
"Antrim County, Michigan(6,10)",26009,114.4 #  
"Lincoln County, Wyoming(6,10)",56023,114.3
"Transylvania County, North Carolina(6,10)",37175,114.3
"Perry County, Ohio(6,10)",39127,114.3
"Cache County, Utah(7,8)",49005,114.3
"Beckham County, Oklahoma(6,10)",40009,114.3
"Pulaski County, Indiana(6,10)",18131,114.2
"Wakulla County, Florida(6,10)",12129,114.2
"DeWitt County, Texas(6,10)",48123,114.2
"Madison County, Ohio(6,10)",39097,114.2
"Lincoln County, Maine(6,10)",23015,114.2
"Polk County, Tennessee(6,10)",47139,114.1
"Colquitt County, Georgia(7,9)",13071,114.1
"Obion County, Tennessee(6,10)",47131,114
"Maury County, Tennessee(6,10)",47119,114
"DeSoto County, Mississippi(6,10)",28033,114
"Canyon County, Idaho(6,10)",16027,114
"Roane County, Tennessee(6,10)",47145,113.9
"Huerfano County, Colorado(6,10)",8055,113.9
"Mercer County, West Virginia(6,10)",54055,113.9
"Jackson County, Tennessee(6,10)",47087,113.9
"Cherry County, Nebraska(6,10)",31031,113.9
"Gilchrist County, Florida(6,10)",12041,113.8
"Okeechobee County, Florida(6,10)",12093,113.8
"Dona Ana County, New Mexico(7,8)",35013,113.8
"Pontotoc County, Mississippi(6,10)",28115,113.8
"Van Zandt County, Texas(6,10)",48467,113.8
"Monroe County, Mississippi(6,10)",28095,113.7
"McClain County, Oklahoma(6,10)",40087,113.7
"Okanogan County, Washington(6,10)",53047,113.7
"Utah County, Utah(7,8)",49049,113.6
"Waller County, Texas(6,10)",48473,113.6
"Natchitoches Parish, Louisiana(7,9)",22069,113.6
"Jones County, Mississippi(6,10)",28067,113.6
"Kings County, California(7,9)",6031,113.5
"Lafayette County, Mississippi(6,10)",28071,113.5
"Lee County, Florida(6,10)",12071,113.4
"Sweetwater County, Wyoming(6,10)",56037,113.4
"Hancock County, West Virginia(6,10)",54029,113.4
"Bonner County, Idaho(6,10)",16017,113.4
"Manatee County, Florida(6,10)",12081,113.3
"Dixie County, Florida(6,10)",12029,113.3
"Pacific County, Washington(6,10)",53049,113.3
"Conecuh County, Alabama(6,10)",1035,113.3
"Lamar County, Mississippi(6,10)",28073,113.3
"Clay County, North Carolina(6,10)",37043,113.3
"Gladwin County, Michigan(6,10)",26051,113.2 #  
"Douglas County, Washington(6,10)",53017,113.2
"Washington County, Oklahoma(6,10)",40147,113.1
"Darke County, Ohio(6,10)",39037,113.1
"Washington County, Arkansas(6,10)",5143,113
"Grays Harbor County, Washington(7,8)",53027,113
"Wasco County, Oregon(6,10)",41065,113
"Jennings County, Indiana(6,10)",18079,113
"Alamosa County, Colorado(6,10)",8003,113
"Stokes County, North Carolina(6,10)",37169,112.9
"Franklin County, Maine(6,10)",23007,112.9
"Garvin County, Oklahoma(6,10)",40049,112.9
"Ouachita County, Arkansas(6,10)",5103,112.9
"Clinton County, New York(6,10)",36019,112.9
"Claiborne County, Tennessee(6,10)",47025,112.9
"Gasconade County, Missouri(6,10)",29073,112.9
"Muskingum County, Ohio(6,10)",39119,112.9
"Marinette County, Wisconsin(6,10)",55075,112.8
"Midland County, Michigan(6,10)",26111,112.8 #  
"Leelanau County, Michigan(6,10)",26089,112.8 #  
"San Benito County, California(7,9)",6069,112.8
"Hood County, Texas(6,10)",48221,112.7
"Moniteau County, Missouri(6,10)",29135,112.7
"Hamilton County, Texas(6,10)",48193,112.7
"Lane County, Oregon(6,10)",41039,112.7
"Albany County, Wyoming(6,10)",56001,112.7
"Dougherty County, Georgia(7,9)",13095,112.6
"Las Animas County, Colorado(6,10)",8071,112.6
"Lincoln Parish, Louisiana(7,9)",22061,112.6
"Wayne County, Indiana(6,10)",18177,112.5
"Jefferson County, Montana(6,10)",30043,112.5
"St. Lucie County, Florida(6,10)",12111,112.5
"Jefferson County, Florida(6,10)",12065,112.5
"Jefferson County, Arkansas(6,10)",5069,112.4
"Hancock County, Ohio(6,10)",39063,112.3
"Caroline County, Maryland(6,10)",24011,112.3
"Camden County, Georgia(7,9)",13039,112.3
"Wichita County, Texas(6,10)",48485,112.2
"Houston County, Alabama(6,10)",1069,112.2
"Clarke County, Alabama(6,10)",1025,112.2
"Gillespie County, Texas(6,10)",48171,112.2
"Oglethorpe County, Georgia(7,9)",13221,112.2
"Columbia County, New York(6,10)",36021,112.2
"Bradley County, Tennessee(6,10)",47011,112.1
"Mississippi County, Missouri(6,10)",29133,112.1
"Bowie County, Texas(6,10)",48037,112.1
"Grant County, Wisconsin(6,10)",55043,112.1
"St. Croix County, Wisconsin(6,10)",55109,112.1
"Orange County, Texas(6,10)",48361,112
"Livingston Parish, Louisiana(7,9)",22063,112
"Mercer County, Ohio(6,10)",39107,112
"Sullivan County, New York(6,10)",36105,112
"Manistee County, Michigan(6,10)",26101,112 #  
"Harrison County, Iowa(7,8)",19085,112
"Essex County, New York(6,10)",36031,112
"Adams County, Washington(6,10)",53001,112
"Warren County, Tennessee(6,10)",47177,112
"Lincoln County, Missouri(6,10)",29113,112
"Pasco County, Florida(6,10)",12101,111.9
"Richland County, Wisconsin(6,10)",55103,111.9
"Washington County, Maine(6,10)",23029,111.9
"Sumter County, Florida(6,10)",12119,111.9
"Carter County, Tennessee(6,10)",47019,111.9
"Woodbury County, Iowa(7,8)",19193,111.8
"Polk County, Texas(6,10)",48373,111.8
"Limestone County, Texas(6,10)",48293,111.8
"Vinton County, Ohio(6,10)",39163,111.7
"Richland County, Ohio(6,10)",39139,111.7
"Carbon County, Utah(7,8)",49007,111.7
"Karnes County, Texas(6,10)",48255,111.7
"Rapides Parish, Louisiana(7,9)",22079,111.7
"Juneau County, Wisconsin(6,10)",55057,111.6
"Atascosa County, Texas(6,10)",48013,111.6
"Edgefield County, South Carolina(6,10)",45037,111.6
"Dickson County, Tennessee(6,10)",47043,111.6
"Plumas County, California(7,9)",6063,111.6
"Atkinson County, Georgia(7,9)",13003,111.5
"Marshall County, Indiana(6,10)",18099,111.5
"Garfield County, Oklahoma(6,10)",40047,111.5
"Mesa County, Colorado(6,10)",8077,111.5
"Perquimans County, North Carolina(6,10)",37143,111.4
"Roscommon County, Michigan(6,10)",26143,111.4 #  
"Colleton County, South Carolina(6,10)",45029,111.4
"Oxford County, Maine(6,10)",23017,111.3
"Henry County, Iowa(7,8)",19087,111.3
"Pima County, Arizona(6,10)",4019,111.3
"Lubbock County, Texas(6,10)",48303,111.2
"Watauga County, North Carolina(6,10)",37189,111.2
"Caldwell Parish, Louisiana(7,9)",22021,111.2
"Clatsop County, Oregon(6,10)",41007,111.2
"Dubois County, Indiana(6,10)",18037,111.2
"Umatilla County, Oregon(6,10)",41059,111.2
"Noble County, Oklahoma(6,10)",40103,111.1
"Bastrop County, Texas(6,10)",48021,111.1
"Montrose County, Colorado(6,10)",8085,111.1
"Brunswick County, North Carolina(6,10)",37019,111.1
"Lincoln County, Washington(6,10)",53043,111
"Lake County, South Dakota(6,10)",46079,111
"Tom Green County, Texas(6,10)",48451,110.9
"Wayne County, Ohio(6,10)",39169,110.9
"Wayne County, Mississippi(6,10)",28153,110.9
"Mineral County, West Virginia(6,10)",54057,110.9
"Union County, Arkansas(6,10)",5139,110.8
"Marlboro County, South Carolina(6,10)",45069,110.8
"Harney County, Oregon(6,10)",41025,110.8
"Cameron Parish, Louisiana(7,9)",22023,110.7
"Tallahatchie County, Mississippi(6,10)",28135,110.7
"Yuba County, California(7,9)",6115,110.7
"Dodge County, Wisconsin(6,10)",55027,110.7
"Polk County, Nebraska(6,10)",31143,110.7
"Lewis County, Washington(6,10)",53041,110.6
"Sheridan County, Nebraska(6,10)",31161,110.6
"Pasquotank County, North Carolina(6,10)",37139,110.6
"Currituck County, North Carolina(6,10)",37053,110.6
"Androscoggin County, Maine(6,10)",23001,110.6
"Rhea County, Tennessee(6,10)",47143,110.6
"Marion County, Alabama(6,10)",1093,110.5
"Hancock County, Iowa(7,8)",19081,110.5
"Jones County, Texas(6,10)",48253,110.5
"Tuscarawas County, Ohio(6,10)",39157,110.5
"Crenshaw County, Alabama(6,10)",1041,110.5
"Weakley County, Tennessee(6,10)",47183,110.5
"Lincoln County, West Virginia(6,10)",54043,110.5
"Montgomery County, Tennessee(6,10)",47125,110.4
"Pitkin County, Colorado(6,10)",8097,110.4
"Johnson County, Texas(6,10)",48251,110.4
"Box Elder County, Utah(7,8)",49003,110.3
"Bee County, Texas(6,10)",48025,110.3
"Chesterfield County, South Carolina(6,10)",45025,110.3
"Alcorn County, Mississippi(6,10)",28003,110.3
"Warren County, Mississippi(6,10)",28149,110.3
"Ascension Parish, Louisiana(7,9)",22005,110.2
"Malheur County, Oregon(6,10)",41045,110.2
"Lake County, California(7,9)",6033,110.2
"Early County, Georgia(7,9)",13099,110.2
"Lauderdale County, Tennessee(6,10)",47097,110.1
"Hawkins County, Tennessee(6,10)",47073,110
"Fannin County, Georgia(7,9)",13111,110
"Lewis and Clark County, Montana(6,10)",30049,110
"Lee County, Texas(6,10)",48287,110
"Lincoln County, Tennessee(6,10)",47103,110
"Del Norte County, California(7,9)",6015,110
"Ashe County, North Carolina(6,10)",37009,110
"Emanuel County, Georgia(7,9)",13107,110
"Steuben County, New York(6,10)",36101,110
"Terrebonne Parish, Louisiana(7,9)",22109,109.9
"Lawrence County, Missouri(6,10)",29109,109.9
"Caddo Parish, Louisiana(7,9)",22017,109.9
"Webster County, Iowa(7,8)",19187,109.9
"Franklin County, Tennessee(6,10)",47051,109.9
"Wharton County, Texas(6,10)",48481,109.9
"LaPorte County, Indiana(6,10)",18091,109.8
"Vanderburgh County, Indiana(6,10)",18163,109.7
"Gibson County, Indiana(6,10)",18051,109.7
"Juab County, Utah(7,8)",49023,109.6
"McMinn County, Tennessee(6,10)",47107,109.6
"Sabine County, Texas(6,10)",48403,109.6
"Marshall County, Mississippi(6,10)",28093,109.5
"Toombs County, Georgia(7,9)",13279,109.5
"Summers County, West Virginia(6,10)",54089,109.5
"Grundy County, Tennessee(6,10)",47061,109.5
"Grant County, Arkansas(6,10)",5053,109.5
"Stoddard County, Missouri(6,10)",29207,109.5
"Randolph County, West Virginia(6,10)",54083,109.5
"Abbeville County, South Carolina(6,10)",45001,109.4
"Bossier Parish, Louisiana(7,9)",22015,109.4
"Warren County, Missouri(6,10)",29219,109.4
"Coryell County, Texas(6,10)",48099,109.4
"Morgan County, Ohio(6,10)",39115,109.3
"Wood County, West Virginia(6,10)",54107,109.3
"Whitley County, Indiana(6,10)",18183,109.3
"Barron County, Wisconsin(6,10)",55005,109.2
"Mitchell County, North Carolina(6,10)",37121,109.2
"Scotts Bluff County, Nebraska(6,10)",31157,109.2
"St. Bernard Parish, Louisiana(7,9)",22087,109.2
"Medina County, Texas(6,10)",48325,109.2
"Cuming County, Nebraska(6,10)",31039,109.2
"Bay County, Michigan(6,10)",26017,109.1 #  
"Marquette County, Wisconsin(6,10)",55077,109.1
"Hall County, Nebraska(6,10)",31079,109.1
"Hardeman County, Tennessee(6,10)",47069,109
"Madison County, Texas(6,10)",48313,108.9
"Drew County, Arkansas(6,10)",5043,108.9
"Wagoner County, Oklahoma(6,10)",40145,108.9
"Coffee County, Tennessee(6,10)",47031,108.8
"Blount County, Alabama(6,10)",1009,108.8
"Hardin County, Tennessee(6,10)",47071,108.8
"Hancock County, Tennessee(6,10)",47067,108.7
"Kit Carson County, Colorado(6,10)",8063,108.6
"Henry County, Indiana(6,10)",18065,108.6
"Lawrence County, Indiana(6,10)",18093,108.6
"Iron County, Utah(7,8)",49021,108.6
"Navajo County, Arizona(6,10)",4017,108.4
"Hutchinson County, Texas(6,10)",48233,108.3
"Walworth County, South Dakota(6,10)",46129,108.3
"Mills County, Iowa(7,8)",19129,108.3
"Tuscola County, Michigan(6,10)",26157,108.3 #  
"Jefferson County, Iowa(7,8)",19101,108.3
"Dallas County, Missouri(6,10)",29059,108.3
"Grant County, New Mexico(7,8)",35017,108.3
"Muskogee County, Oklahoma(6,10)",40101,108.2
"Marion County, Ohio(6,10)",39101,108.2
"Marion County, Georgia(7,9)",13197,108.2
"Perry County, Arkansas(6,10)",5105,108.2
"Curry County, New Mexico(7,8)",35009,108.1
"Lampasas County, Texas(6,10)",48281,108
"Pittsburg County, Oklahoma(6,10)",40121,108
"Benzie County, Michigan(6,10)",26019,108 #  
"Oswego County, New York(6,10)",36075,107.9
"Preble County, Ohio(6,10)",39135,107.9
"Schoolcraft County, Michigan(6,10)",26153,107.9 #  
"Yuma County, Arizona(6,10)",4027,107.8
"Washington County, North Carolina(6,10)",37187,107.8
"Spencer County, Indiana(6,10)",18147,107.8
"Marion County, Texas(6,10)",48315,107.8
"Sheridan County, Wyoming(6,10)",56033,107.8
"Isabella County, Michigan(6,10)",26073,107.7 #  
"Logan County, West Virginia(6,10)",54045,107.7
"Ralls County, Missouri(6,10)",29173,107.6
"Unicoi County, Tennessee(6,10)",47171,107.5
"Tishomingo County, Mississippi(6,10)",28141,107.5
"Sac County, Iowa(7,8)",19161,107.4
"Klickitat County, Washington(6,10)",53039,107.4
"Posey County, Indiana(6,10)",18129,107.4
"DeKalb County, Tennessee(6,10)",47041,107.4
"Edgecombe County, North Carolina(6,10)",37065,107.4
"Tillamook County, Oregon(6,10)",41057,107.4
"Clark County, Arkansas(6,10)",5019,107.3
"San Juan County, New Mexico(7,8)",35045,107.3
"Scott County, Missouri(6,10)",29201,107.3
"Fergus County, Montana(6,10)",30027,107.3
"Worth County, Georgia(7,9)",13321,107.3
"Huron County, Michigan(6,10)",26063,107.3 #  
"Bon Homme County, South Dakota(6,10)",46009,107.2
"Randolph County, Alabama(6,10)",1111,107.2
"Hillsdale County, Michigan(6,10)",26059,107.1 #  
"Red Willow County, Nebraska(6,10)",31145,107.1
"Montcalm County, Michigan(6,10)",26117,107.1 #  
"Johnson County, Tennessee(6,10)",47091,107.1
"Delaware County, New York(6,10)",36025,107
"Kittitas County, Washington(6,10)",53037,107
"Giles County, Tennessee(6,10)",47055,107
"Hampton County, South Carolina(6,10)",45049,106.9
"Valley County, Montana(6,10)",30105,106.9
"Louisa County, Iowa(7,8)",19115,106.8
"Glades County, Florida(6,10)",12043,106.8
"Prairie County, Arkansas(6,10)",5117,106.8
"Walton County, Florida(6,10)",12131,106.8
"Cleburne County, Arkansas(6,10)",5023,106.8
"Phelps County, Nebraska(6,10)",31137,106.7
"Bannock County, Idaho(6,10)",16005,106.7
"Howard County, Indiana(6,10)",18067,106.6
"Yadkin County, North Carolina(6,10)",37197,106.6
"Nowata County, Oklahoma(6,10)",40105,106.6
"Campbell County, Wyoming(6,10)",56005,106.5
"Scott County, Tennessee(6,10)",47151,106.5
"LaGrange County, Indiana(6,10)",18087,106.5
"Brazos County, Texas(6,10)",48041,106.5
"Park County, Colorado(6,10)",8093,106.4
"Pickens County, Georgia(7,9)",13227,106.4
"Fayette County, Alabama(6,10)",1057,106.4
"Idaho County, Idaho(6,10)",16049,106.3
"Bleckley County, Georgia(7,9)",13023,106.3
"McDowell County, West Virginia(6,10)",54047,106.3
"Indian River County, Florida(6,10)",12061,106.2
"Paulding County, Ohio(6,10)",39125,106.2
"Talladega County, Alabama(6,10)",1121,106.2
"St. Marys County, Maryland(6,10)",24037,106.2
"Greene County, North Carolina(6,10)",37079,106.2
"Montmorency County, Michigan(6,10)",26119,106.2 #  
"Stephens County, Georgia(7,9)",13257,106.1
"Henderson County, Texas(6,10)",48213,106.1
"Bradford County, Florida(6,10)",12007,106.1
"Blackford County, Indiana(6,10)",18009,106
"Jackson County, Alabama(6,10)",1071,106
"White County, Arkansas(6,10)",5145,106
"Audubon County, Iowa(7,8)",19009,106
"Cameron County, Texas(6,10)",48061,106
"Darlington County, South Carolina(6,10)",45031,105.9
"Jackson County, Wisconsin(6,10)",55053,105.9
"Angelina County, Texas(6,10)",48005,105.8
"Kleberg County, Texas(6,10)",48273,105.7
"Young County, Texas(6,10)",48503,105.7
"Fairfield County, South Carolina(6,10)",45039,105.7
"Bosque County, Texas(6,10)",48035,105.7
"Montgomery County, Indiana(6,10)",18107,105.7
"Winnebago County, Iowa(7,8)",19189,105.7
"Woods County, Oklahoma(6,10)",40151,105.6
"Catahoula Parish, Louisiana(7,9)",22025,105.6
"Stone County, Missouri(6,10)",29209,105.5
"Valencia County, New Mexico(7,8)",35061,105.5
"Garrett County, Maryland(6,10)",24023,105.4
"Union Parish, Louisiana(7,9)",22111,105.4
"White County, Indiana(6,10)",18181,105.4
"Somerset County, Maine(6,10)",23025,105.4
"Union County, Mississippi(6,10)",28145,105.4
"Lapeer County, Michigan(6,10)",26087,105.3 #  
"Gulf County, Florida(6,10)",12045,105.3
"Barrow County, Georgia(7,9)",13013,105.3
"Edmunds County, South Dakota(6,10)",46045,105.3
"Waushara County, Wisconsin(6,10)",55137,105.2
"Hoke County, North Carolina(6,10)",37093,105.2
"Calaveras County, California(7,9)",6009,105.2
"Wayne County, West Virginia(6,10)",54099,105.2
"Morrow County, Ohio(6,10)",39117,105.1
"Dickinson County, Michigan(6,10)",26043,105 #  
"Gadsden County, Florida(6,10)",12039,105
"Carter County, Oklahoma(6,10)",40019,105
"Yell County, Arkansas(6,10)",5149,104.9
"Bonneville County, Idaho(6,10)",16019,104.9
"Gregory County, South Dakota(6,10)",46053,104.8
"Gunnison County, Colorado(6,10)",8051,104.8
"McDuffie County, Georgia(7,9)",13189,104.7
"Brookings County, South Dakota(6,10)",46011,104.7
"Lafayette County, Arkansas(6,10)",5073,104.7
"Elbert County, Georgia(7,9)",13105,104.6
"Polk County, North Carolina(6,10)",37149,104.6
"St. Clair County, Alabama(6,10)",1115,104.5
"Highland County, Ohio(6,10)",39071,104.5
"Highlands County, Florida(6,10)",12055,104.5
"Page County, Iowa(7,8)",19145,104.5
"Dallas County, Arkansas(6,10)",5039,104.4
"Mitchell County, Iowa(7,8)",19131,104.4
"Henry County, Missouri(6,10)",29083,104.4
"Washita County, Oklahoma(6,10)",40149,104.4
"Craig County, Oklahoma(6,10)",40035,104.3
"Carbon County, Montana(6,10)",30009,104.3
"Attala County, Mississippi(6,10)",28007,104.2
"Vernon County, Missouri(6,10)",29217,104.2
"Washington County, New York(6,10)",36115,104.2
"Rusk County, Texas(6,10)",48401,104.1
"Johnson County, Arkansas(6,10)",5071,104.1
"Houston County, Texas(6,10)",48225,104.1
"Geneva County, Alabama(6,10)",1061,104.1
"Matagorda County, Texas(6,10)",48321,104.1
"Washington County, Utah(7,8)",49053,104.1
"Seminole County, Georgia(7,9)",13253,104
"Deer Lodge County, Montana(6,10)",30023,104
"Somervell County, Texas(6,10)",48425,103.9
"Grainger County, Tennessee(6,10)",47057,103.9
"Delta County, Michigan(6,10)",26041,103.9 #  
"Roberts County, South Dakota(6,10)",46109,103.9
"Hart County, Georgia(7,9)",13147,103.8
"Monroe County, Iowa(7,8)",19135,103.8
"Vermillion County, Indiana(6,10)",18165,103.8
"Washington County, Missouri(6,10)",29221,103.8
"Lawrence County, South Dakota(6,10)",46081,103.8
"Aroostook County, Maine(6,10)",23003,103.8
"Columbia County, Florida(6,10)",12023,103.7
"Lawrence County, Alabama(6,10)",1079,103.7
"Hernando County, Florida(6,10)",12053,103.5
"Seminole County, Oklahoma(6,10)",40133,103.5
"Monroe County, Tennessee(6,10)",47123,103.5
"Covington County, Alabama(6,10)",1039,103.4
"Big Horn County, Montana(6,10)",30003,103.4
"Webster County, Missouri(6,10)",29225,103.4
"Upshur County, West Virginia(6,10)",54097,103.4
"O'Brien County, Iowa(7,8)",19141,103.4
"Lawrence County, Tennessee(6,10)",47099,103.4
"Jackson Parish, Louisiana(7,9)",22049,103.3
"Boone County, West Virginia(6,10)",54005,103.3
"Clay County, Arkansas(6,10)",5021,103.3
"Henderson County, Tennessee(6,10)",47077,103.2
"Caledonia County, Vermont(6,10)",50005,103.1
"Beaver County, Oklahoma(6,10)",40007,103.1
"Calhoun County, Michigan(6,10)",26025,103.1 #  
"Lowndes County, Mississippi(6,10)",28087,103
"Davis County, Iowa(7,8)",19051,103
"Luna County, New Mexico(7,8)",35029,103
"Hamilton County, Florida(6,10)",12047,102.9
"Starke County, Indiana(6,10)",18149,102.9
"Henry County, Ohio(6,10)",39069,102.8
"Van Buren County, Iowa(7,8)",19177,102.8
"Adams County, Indiana(6,10)",18001,102.8
"Siskiyou County, California(7,9)",6093,102.8
"Caribou County, Idaho(6,10)",16029,102.7
"Wabash County, Indiana(6,10)",18169,102.7
"Pope County, Arkansas(6,10)",5115,102.7
"Asotin County, Washington(6,10)",53003,102.6
"Linn County, Missouri(6,10)",29115,102.6
"Tyler County, West Virginia(6,10)",54095,102.6
"Delta County, Colorado(6,10)",8029,102.6
"Choctaw County, Oklahoma(6,10)",40023,102.5
"Sitka Borough, Alaska(6,10)",2220,102.5
"Marshall County, Iowa(7,8)",19127,102.5
"Miller County, Arkansas(6,10)",5091,102.4
"Jasper County, Mississippi(6,10)",28061,102.4
"Houston County, Tennessee(6,10)",47083,102.4
"Baker County, Florida(6,10)",12003,102.3
"Montgomery County, North Carolina(6,10)",37123,102.3
"Lee County, South Carolina(6,10)",45061,102.3
"Pocahontas County, West Virginia(6,10)",54075,102.3
"Meade County, South Dakota(6,10)",46093,102.3
"Fremont County, Iowa(7,8)",19071,102.3
"San Patricio County, Texas(6,10)",48409,102.2
"Price County, Wisconsin(6,10)",55099,102.2
"Newaygo County, Michigan(6,10)",26123,102.2 #  
"Randolph County, Missouri(6,10)",29175,102.2
"Walker County, Alabama(6,10)",1127,102.2
"Wilcox County, Georgia(7,9)",13315,102.1
"Cherokee County, Alabama(6,10)",1019,102.1
"Callahan County, Texas(6,10)",48059,102
"Walker County, Georgia(7,9)",13295,102
"Adams County, Mississippi(6,10)",28001,102
"Elmore County, Idaho(6,10)",16039,102
"Tallapoosa County, Alabama(6,10)",1123,101.9
"Assumption Parish, Louisiana(7,9)",22007,101.9
"Desha County, Arkansas(6,10)",5041,101.9
"Barton County, Missouri(6,10)",29011,101.9
"Cleveland County, Arkansas(6,10)",5025,101.9
"Hidalgo County, Texas(6,10)",48215,101.8
"Harrison County, Ohio(6,10)",39067,101.7
"Somerset County, Maryland(6,10)",24039,101.7
"Jefferson County, West Virginia(6,10)",54037,101.7
"Lincoln County, Mississippi(6,10)",28085,101.7
"Union County, South Carolina(6,10)",45087,101.6
"Prentiss County, Mississippi(6,10)",28117,101.6
"Newton County, Mississippi(6,10)",28101,101.6
"Thomas County, Georgia(7,9)",13275,101.5
"Bryan County, Oklahoma(6,10)",40013,101.5
"Monroe County, Arkansas(6,10)",5095,101.4
"Jefferson County, Texas(6,10)",48245,101.4
"Kane County, Utah(7)",49025,101.4
"Choctaw County, Alabama(6,10)",1023,101.4
"Nemaha County, Nebraska(6,10)",31127,101.3
"Tillman County, Oklahoma(6,10)",40141,101.3
"Bayfield County, Wisconsin(6,10)",55007,101.3
"Wilkes County, North Carolina(6,10)",37193,101.3
"St. Lawrence County, New York(6,10)",36089,101.2
"Union County, Indiana(6,10)",18161,101.2
"Sevier County, Arkansas(6,10)",5133,101.2
"Steuben County, Indiana(6,10)",18151,101.2
"Hunt County, Texas(6,10)",48231,101.2
"Randolph County, Arkansas(6,10)",5121,101.1
"Otoe County, Nebraska(6,10)",31131,101.1
"Boone County, Iowa(7,8)",19015,101.1
"Colusa County, California(7,9)",6011,101
"Baldwin County, Georgia(7,9)",13009,101
"Weber County, Utah(7,8)",49057,101
"Calhoun County, Alabama(6,10)",1015,101
"Appling County, Georgia(7,9)",13001,101
"Fayette County, Ohio(6,10)",39047,100.9
"Trempealeau County, Wisconsin(6,10)",55121,100.9
"Sequatchie County, Tennessee(6,10)",47153,100.8
"Adair County, Iowa(7,8)",19001,100.8
"Otsego County, Michigan(6,10)",26137,100.8 #  
"Harrison County, West Virginia(6,10)",54033,100.8
"Wetzel County, West Virginia(6,10)",54103,100.7
"Benewah County, Idaho(6,10)",16009,100.7
"Pleasants County, West Virginia(6,10)",54073,100.6
"Ripley County, Indiana(6,10)",18137,100.6
"Curry County, Oregon(6,10)",41015,100.5
"Berrien County, Georgia(7,9)",13019,100.5
"Barry County, Missouri(6,10)",29009,100.5
"Poinsett County, Arkansas(6,10)",5111,100.5
"Allegan County, Michigan(6,10)",26005,100.4 #  
"Converse County, Wyoming(6,10)",56009,100.3
"Cannon County, Tennessee(6,10)",47015,100.3
"Brown County, Ohio(6,10)",39015,100.2
"Suwannee County, Florida(6,10)",12121,100.2
"Taylor County, Georgia(7,9)",13269,100.2
"Escambia County, Alabama(6,10)",1053,100.2
"Childress County, Texas(6,10)",48075,100.1
"Buffalo County, Wisconsin(6,10)",55011,100.1
"Luce County, Michigan(6,10)",26095,100.1 #  
"Pike County, Mississippi(6,10)",28113,100.1
"Itawamba County, Mississippi(6,10)",28057,100.1
"Greene County, Arkansas(6,10)",5055,100.1
"Franklin County, Indiana(6,10)",18047,100
"Roosevelt County, Montana(6,10)",30085,100
"Love County, Oklahoma(6,10)",40085,100
"Newberry County, South Carolina(6,10)",45071,100
